時間,年份,月份,日期,Aircraft_Type,對照中文,機型分類,Num,Coordinates
20230402,2023,4,2,å¡-28åæ½ç´ææ©,卡-28反潛直升機,反潛直升機,4,"['LINESTRING (118.79270550046841 22.332358358775874, 118.87880231604824 22.24788659504334, 118.94337492773309 22.31827973148712, 118.80705496973172 22.452026690730296)']"
20230404,2023,4,4,æ®²-16æ©,殲-16機,戰鬥機,7,"['MULTILINESTRING ((117.24296282003176 21.29757925305235, 117.62322375550927 21.29757925305235, 117.62322375550927 21.389090330429262, 117.25731228929507 21.389090330429262), (117.59452481698267 23.029250409569265, 117.85998999835377 22.76879580472729, 117.91021314077533 22.825110313882313, 117.65909742866754 23.07852560507991))', 'LINESTRING (117.5012532667712 22.8603068821042, 119.20166537447254 21.1567929801648, 119.26623798615739 21.220146802964198, 117.5299522052978 22.95885727312549)', 'LINESTRING (117.89586367151202 23.310822955344374, 118.92185072383813 22.27604384962085, 118.986423335523 22.325319045131497, 117.93173734467028 23.388255405432528)']"
20230404,2023,4,4,é8åæ½æ©,運-8反潛機,反潛偵察機,1,"['MULTILINESTRING ((117.24296282003176 21.29757925305235, 117.62322375550927 21.29757925305235, 117.62322375550927 21.389090330429262, 117.25731228929507 21.389090330429262), (117.59452481698267 23.029250409569265, 117.85998999835377 22.76879580472729, 117.91021314077533 22.825110313882313, 117.65909742866754 23.07852560507991))', 'LINESTRING (117.5012532667712 22.8603068821042, 119.20166537447254 21.1567929801648, 119.26623798615739 21.220146802964198, 117.5299522052978 22.95885727312549)', 'LINESTRING (117.89586367151202 23.310822955344374, 118.92185072383813 22.27604384962085, 118.986423335523 22.325319045131497, 117.93173734467028 23.388255405432528)']"
20230404,2023,4,4,BZK-005,BZK-5,無人偵察機,1,"['MULTILINESTRING ((117.24296282003176 21.29757925305235, 117.62322375550927 21.29757925305235, 117.62322375550927 21.389090330429262, 117.25731228929507 21.389090330429262), (117.59452481698267 23.029250409569265, 117.85998999835377 22.76879580472729, 117.91021314077533 22.825110313882313, 117.65909742866754 23.07852560507991))', 'LINESTRING (117.5012532667712 22.8603068821042, 119.20166537447254 21.1567929801648, 119.26623798615739 21.220146802964198, 117.5299522052978 22.95885727312549)', 'LINESTRING (117.89586367151202 23.310822955344374, 118.92185072383813 22.27604384962085, 118.986423335523 22.325319045131497, 117.93173734467028 23.388255405432528)']"
20230405,2023,4,5,é8åæ½æ©,運-8反潛機,反潛偵察機,1,"['LINESTRING (117.60887428624598 22.839188941171066, 118.97924860089135 21.466522780517415, 119.02947174331291 21.529876603316815, 117.63757322477258 22.9236607049036)', 'LINESTRING (117.71649530572074 22.965896586769865, 119.44560635194867 21.21310748931982, 119.51017896363354 21.290539939407974, 117.7380195096157 23.064446977791157)']"
20230405,2023,4,5,BZK-005,BZK-5,無人偵察機,1,"['LINESTRING (117.60887428624598 22.839188941171066, 118.97924860089135 21.466522780517415, 119.02947174331291 21.529876603316815, 117.63757322477258 22.9236607049036)', 'LINESTRING (117.71649530572074 22.965896586769865, 119.44560635194867 21.21310748931982, 119.51017896363354 21.290539939407974, 117.7380195096157 23.064446977791157)']"
20230406,2023,4,6,å¡-28åæ½ç´ææ©,卡-28反潛直升機,反潛直升機,1,"['LINESTRING (119.48148002510693 21.438365525939908, 119.56757684068674 21.36797238949613, 119.6321494523716 21.438365525939908, 119.50300422900189 21.55803385789433)']"
20230407,2023,4,7,æ®²-16æ©,殲-16機,戰鬥機,1,"['LINESTRING (117.25013755466341 22.381633554286516, 117.61604902087763 22.381633554286516, 117.61604902087763 22.459066004374673, 117.25013755466341 22.459066004374673)', 'LINESTRING (119.49582949437024 21.438365525939908, 119.5747515753184 21.36093307585175, 119.64649892163492 21.42428689865115, 119.49582949437024 21.565073171538707)']"
20230407,2023,4,7,å¡-28åæ½ç´ææ©,卡-28反潛直升機,反潛直升機,1,"['LINESTRING (117.25013755466341 22.381633554286516, 117.61604902087763 22.381633554286516, 117.61604902087763 22.459066004374673, 117.25013755466341 22.459066004374673)', 'LINESTRING (119.49582949437024 21.438365525939908, 119.5747515753184 21.36093307585175, 119.64649892163492 21.42428689865115, 119.49582949437024 21.565073171538707)']"
20230408,2023,4,8,æ®²-16æ©,殲-16機,戰鬥機,2,"['LINESTRING (117.33623437024323 22.987014527703, 117.90303840614368 22.37459424064214, 117.97478575246018 22.43794806344154, 117.40080698192808 23.043329036858022)', 'LINESTRING (117.4582048589813 23.106682859657422, 118.01783416025009 22.508341199885315, 118.08240677193496 22.571695022684715, 117.51560273603451 23.16299736881244)', 'LINESTRING (122.38724755092566 27.259877909840263, 122.38724755092566 26.886794286688243, 122.30115073534584 26.886794286688243, 122.30115073534584 27.259877909840263)']"
20230408,2023,4,8,é8æåµæ©,運-8技偵機,偵察機、反潛偵察機、電戰機,1,"['LINESTRING (117.33623437024323 22.987014527703, 117.90303840614368 22.37459424064214, 117.97478575246018 22.43794806344154, 117.40080698192808 23.043329036858022)', 'LINESTRING (117.4582048589813 23.106682859657422, 118.01783416025009 22.508341199885315, 118.08240677193496 22.571695022684715, 117.51560273603451 23.16299736881244)', 'LINESTRING (122.38724755092566 27.259877909840263, 122.38724755092566 26.886794286688243, 122.30115073534584 26.886794286688243, 122.30115073534584 27.259877909840263)']"
20230408,2023,4,8,èæ·-30æ©,蘇愷-30機,戰鬥機,1,"['LINESTRING (117.33623437024323 22.987014527703, 117.90303840614368 22.37459424064214, 117.97478575246018 22.43794806344154, 117.40080698192808 23.043329036858022)', 'LINESTRING (117.4582048589813 23.106682859657422, 118.01783416025009 22.508341199885315, 118.08240677193496 22.571695022684715, 117.51560273603451 23.16299736881244)', 'LINESTRING (122.38724755092566 27.259877909840263, 122.38724755092566 26.886794286688243, 122.30115073534584 26.886794286688243, 122.30115073534584 27.259877909840263)']"
20230409,2023,4,9,èæ·-30æ©,蘇愷-30機,戰鬥機,8,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,æ®²-11æ©,殲-11機,戰鬥機,4,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,é-8åæ½æ©,運-8反潛機,反潛偵察機,1,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,æ®²-10æ©,殲-10機,戰鬥機,16,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,æ®²-16æ©,殲-16機,戰鬥機,10,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,TB-001ç¡äººæ©,TB-001無人機,無人偵察機,1,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,é-9éä¿¡å°æ,運-9通信對抗機,電戰機,1,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,è½-6K,轟-6K機,戰略轟炸機,2,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,éæ²¹-20,運油-20機,空中加油機,1,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230409,2023,4,9,ç©ºè­¦-500æ©,空警-500機,空中預警機,1,"['LINESTRING (121.00252376701698 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28233841765137 26.14062704038421, 121.05992164407019 26.365885077004293)', 'LINESTRING (119.74694520647803 25.049533425505665, 119.97653671469087 24.8172360752412, 120.03393459174407 24.873550584396224, 119.81151781816288 25.09880862101631)', 'LINESTRING (117.80259212130055 22.909582077614843, 118.59181293078218 22.142296890377676, 118.67073501173034 22.22676865411021, 117.88868893688037 22.99405384134738)', 'LINESTRING (119.61779998310831 24.922825779906866, 119.84739149132115 24.690528429642402, 119.90478936837435 24.746842938797425, 119.66802312552986 24.97210097541751)', 'MULTILINESTRING ((118.08240677193496 23.25450844618935, 118.4124445649909 22.9236607049036, 118.48419191130742 22.99405384134738, 118.16850358751476 23.32490158263313), (117.4725543282446 22.62097021819536, 118.0034846909868 22.107100322155787, 118.06805730267165 22.184532772243944, 117.54430167456111 22.70544198192789))', 'LINESTRING (117.63039849014092 22.76879580472729, 118.677909746362 21.741056012648148, 118.76400656194181 21.839606403669436, 117.7093205710891 22.86734619574858)', 'LINESTRING (117.27166175855837 21.438365525939908, 117.58017534771938 21.438365525939908, 117.58017534771938 21.508758662383684, 117.27166175855837 21.508758662383684)', 'LINESTRING (117.32188490097992 22.49426257259656, 117.71649530572074 22.093021694867033, 117.7954173866689 22.16341483131081, 117.39363224729644 22.571695022684715)', 'LINESTRING (117.27166175855837 21.241264743897332, 117.58735008235102 21.241264743897332, 117.58735008235102 21.318697193985486, 117.27166175855837 21.318697193985486)', 'LINESTRING (117.28601122782167 21.079360530076645, 117.55147640919276 21.079360530076645, 117.55147640919276 21.14975366652042, 117.28601122782167 21.14975366652042)']"
20230410,2023,4,10,TB-001ç¡äººæ©,TB-001無人機,無人偵察機,1,"['LINESTRING (121.67694882239219 27.062777127797688, 121.92088979986833 26.80936183660009, 121.97828767692154 26.87271565939949, 121.73434669944541 27.11909163695271)', 'LINESTRING (120.99534903238533 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28951315228304 26.14062704038421, 121.05274690943854 26.365885077004293)', 'LINESTRING (120.80163119733075 26.14062704038421, 121.03122270554358 25.915369003764123, 121.0742711133335 25.95760488563039, 120.85185433975231 26.19694154953923)', 'MULTILINESTRING ((119.61779998310831 24.922825779906866, 119.84739149132115 24.697567743286783, 119.89043989911104 24.739803625153048, 119.66802312552986 24.97914028906189), (117.29318596245332 21.522837289672438, 117.60169955161432 21.522837289672438, 117.60169955161432 21.635466307982483, 117.29318596245332 21.635466307982483))', 'LINESTRING (117.66627216329918 22.818071000237936, 118.44831823814916 22.050785813000765, 118.53441505372898 22.121178949444545, 117.75236897887899 22.89550345032609)', 'LINESTRING (117.46537959361295 22.628009531839737, 117.99630995635513 22.114139635800164, 118.06805730267165 22.184532772243944, 117.53712693992946 22.698402668283514)', 'LINESTRING (117.29318596245332 21.29757925305235, 117.59452481698267 21.29757925305235, 117.59452481698267 21.417247585006773, 117.29318596245332 21.417247585006773)', 'LINESTRING (117.30753543171663 21.086399843721022, 117.58735008235102 21.086399843721022, 117.58735008235102 21.20606817567544, 117.30753543171663 21.20606817567544)', 'LINESTRING (121.55497833365412 26.914951541265754, 121.77022037260366 26.689693504645668, 121.82761824965687 26.738968700156313, 121.61955094533899 26.9642267367764)', 'LINESTRING (123.12624521798574 22.670245413706006, 122.82490636345638 22.670245413706006, 122.82490636345638 22.543537768107207, 123.12624521798574 22.543537768107207)']"
20230410,2023,4,10,èæ·-30,蘇愷-30機,戰鬥機,8,"['LINESTRING (121.67694882239219 27.062777127797688, 121.92088979986833 26.80936183660009, 121.97828767692154 26.87271565939949, 121.73434669944541 27.11909163695271)', 'LINESTRING (120.99534903238533 26.31660988149365, 121.23211527522982 26.084312531229187, 121.28951315228304 26.14062704038421, 121.05274690943854 26.365885077004293)', 'LINESTRING (120.80163119733075 26.14062704038421, 121.03122270554358 25.915369003764123, 121.0742711133335 25.95760488563039, 120.85185433975231 26.19694154953923)', 'MULTILINESTRING ((119.61779998310831 24.922825779906866, 119.84739149132115 24.697567743286783, 119.89043989911104 24.739803625153048, 119.66802312552986 24.97914028906189), (117.29318596245332 21.522837289672438, 117.60169955161432 21.522837289672438, 117.60169955161432 21.635466307982483, 117.29318596245332 21.635466307982483))', 'LINESTRING (117.66627216329918 22.818071000237936, 118.44831823814916 22.050785813000765, 118.53441505372898 22.121178949444545, 117.75236897887899 22.89550345032609)', 'LINESTRING (117.46537959361295 22.628009531839737, 117.99630995635513 22.114139635800164, 118.06805730267165 22.184532772243944, 117.53712693992946 22.698402668283514)', 'LINESTRING (117.29318596245332 21.29757925305235, 117.59452481698267 21.29757925305235, 117.59452481698267 21.417247585006773, 117.29318596245332 21.417247585006773)', 'LINESTRING (117.30753543171663 21.086399843721022, 117.58735008235102 21.086399843721022, 117.58735008235102 21.20606817567544, 117.30753543171663 21.20606817567544)', 'LINESTRING (121.55497833365412 26.914951541265754, 121.77022037260366 26.689693504645668, 121.82761824965687 26.738968700156313, 121.61955094533899 26.9642267367764)', 'LINESTRING (123.12624521798574 22.670245413706006, 122.82490636345638 22.670245413706006, 122.82490636345638 22.543537768107207, 123.12624521798574 22.543537768107207)']"
